緯度	経度	チェーンID	チェーン	名称	住所	TEL	営業時間	定休日	URL	駐車場	取扱	備考
35.6736392	139.763609	shopping/super/seijoishii	成城石井	SEIJO ISHII ルミネ有楽町2店	東京都千代田区有楽町2-5-1 ルミネ有楽町店ルミネ2 B1F	03-5222-1735	11:00 - 22:00		http://www.seijoishii.co.jp/shop/details/53	●有楽町センタービル（有楽町マリオン）駐車場をご利用下さい。（158台） 7：00～23：00 ／30分：300円／定休日：無休 ●尚、以下の場合はサービスさせて頂きます。 ・10,000円以上で2時間無料。 ・3,000円以上のお買い上げで1時間無料。		
35.6826965	139.764349	shopping/super/seijoishii	成城石井	新丸ビル店	東京都千代田区丸の内1-5-1新丸の内ビルB1F	03-5224-3901	平日： 07:00 - 23:00 土： 10:00 - 22:00 日祝： 10:00 - 21:00		http://www.seijoishii.co.jp/shop/details/24	●1店舗でのお買上金額が3,000円以上で1時間／6,000円以上で2時間／最大で2時間まで ●約370台		
35.6797995	139.764545	shopping/super/seijoishii	成城石井	キッテグランシェ店	東京都千代田区丸の内2-7-2JPタワー B1F	03-6551-2088	平日 8:00 - 23:00 土日祝 10:00 - 22:00 10/1（月）オープン！		http://www.seijoishii.co.jp/shop/details/202	3,000円のお買い上げで1時間無料。 6,000円のお買い上げで2時間無料。 5万円以上のお買い上げで24時間無料。		
35.6982834	139.772245	shopping/super/seijoishii	成城石井	アトレ秋葉原1店	東京都千代田区外神田1-17-6アトレ秋葉原1 3F	03-5297-1108	07:30 - 22:30		http://www.seijoishii.co.jp/shop/details/51	●利用時間：24時間 （8：00～24：00 25分/200円 ・ 24：00～8：00 60分/100円） ●1店舗、税込2,000円以上で90分無料サービス券配布。 （1店舗1枚まで） 無料サービス券は最大で2枚までの発行。		
35.695624	139.754441	shopping/super/seijoishii	成城石井	神保町店	東京都千代田区神田神保町3-3神保町SF3ビル1F	03-5226-7533	24時間営業		http://www.seijoishii.co.jp/shop/details/59			
35.6986254	139.766703	shopping/super/seijoishii	成城石井	御茶ノ水ソラシティ店	東京都千代田区神田駿河台4-6御茶ノ水ソラシティB1F	03-5289-7981	07:30 - 23:00		http://www.seijoishii.co.jp/shop/details/63			
35.699026	139.743849	shopping/super/seijoishii	成城石井	飯田橋サクラテラス店	東京都千代田区富士見2-10-2飯田橋グラン・ブルーム サクラテラス1F	03-5212-1367	平 日：08:00 - 23:00 土日祝日：10:00 - 23:00		http://www.seijoishii.co.jp/shop/details/72	当店にて2,000円以上ご購入で1時間無料(テナントにより異なります) 当店のご利用がない場合は、30分300円となります。 入庫後24時間以内 2,200円		
35.689414	139.735022	shopping/super/seijoishii	成城石井	市ヶ谷店	東京都千代田区五番町10-2 五番町センタービル1F	03-6265-6049	08:00 - 23:00		http://www.seijoishii.co.jp/shop/details/171			
35.6835572	139.738609	shopping/super/seijoishii	成城石井	麹町店	東京都千代田区麹町3-3-6麹町フロントビル 1F	03-5212-5547	24時間営業		http://www.seijoishii.co.jp/shop/details/60			
35.6797164	139.737094	shopping/super/seijoishii	成城石井	東京ガーデンテラス紀尾井町店	東京都千代田区紀尾井町1-3東京ガーデンテラス紀尾井町 紀尾井テラス2F	03-6380-8923	平日：08:00 - 23:00 土日祝日：10:00 - 22:00		http://www.seijoishii.co.jp/shop/details/170	駐車場24時間営業 (一般車およびバイク) ・7時～22時 30分／300円 ・22時～7時 60分／100円 当日最大2700円		
35.690133	139.777948	shopping/super/seijoishii	成城石井	小伝馬町店	東京都中央区日本橋小伝馬町1-7スクエア日本橋1F	03-5643-7771	08:00 - 23:00 【営業時間変更】10/21(日)12:00 開店		http://www.seijoishii.co.jp/shop/details/71			
35.6855721	139.788579	shopping/super/seijoishii	成城石井	日本橋浜町店	東京都中央区日本橋浜町3-22-1	03-5614-2323	24時間営業 【店休日】10/21(日)8:00-19:00		http://www.seijoishii.co.jp/shop/details/33			
35.6818191	139.776277	shopping/super/seijoishii	成城石井	日本橋一丁目店	東京都中央区日本橋1-14-7	03-3231-2131	08:00 - 23:00		http://www.seijoishii.co.jp/shop/details/159			
35.6815109	139.773388	shopping/super/seijoishii	成城石井	日本橋高島屋S.C.店	東京都中央区日本橋2-5-1 日本橋高島屋S.C.新館 B1F	03-6225-2507	10:30 - 23:00 9/25（火）オープン！		http://www.seijoishii.co.jp/shop/details/203	直営駐車場 ●2,000円以上のお買い上げで1時間30分無料。5万円以上で3時間無料。10万円以上で5時間無料。		
35.657464	139.782404	shopping/super/seijoishii	成城石井	晴海トリトン店	東京都中央区晴海1-8-16晴海トリトン2F	03-6219-5801	平日： 08:00 - 22:00 土日祝日： 10:00 - 22:00 【営業時間変更】10/10(水)21:00閉店		http://www.seijoishii.co.jp/shop/details/45	●1時間400円 以降30分毎200円 上限料金平日2400円 土日祝日1600円 7:00～23:30（最終入場22:30）		
35.6620923	139.74774	shopping/super/seijoishii	成城石井	愛宕グリーンヒルズ店	東京都港区虎ノ門3-21-5愛宕グリーンヒルズプラザ1F	03-5733-7531	24時間営業		http://www.seijoishii.co.jp/shop/details/39	愛宕グリーンヒルズ共有駐車場37台完備しております。 3000円以上のお買い物で、1時間無料サービス！		
35.6497644	139.756516	shopping/super/seijoishii	成城石井	芝浦シーバンス店	東京都港区芝浦1-2-2シーバンス ア・モール 1F	03-5439-4405	平日：08:00 - 22:00 土日祝日：11:30 - 19:30		http://www.seijoishii.co.jp/shop/details/73	シーバンスN館駐車場 200円/30分 6：00～24：00 高さ制限2.3m 12/31～1/3は閉鎖		
35.6591313	139.721112	shopping/super/seijoishii	成城石井	西麻布店	東京都港区西麻布4-15-2レジディア西麻布1F	03-5766-7555	24時間営業		http://www.seijoishii.co.jp/shop/details/32			
35.6618032	139.73005	shopping/super/seijoishii	成城石井	六本木ヒルズ店	東京都港区六本木6-2-31六本木ヒルズノースタワーB1F	03-5772-6060	平日・土：08:00 - 23:00 日・祝日：10:00 - 23:00		http://www.seijoishii.co.jp/shop/details/48	5,000円以上のお買い上げで2時間無料です。 ノースタワーB2F駐車場（48台収容）以外にも 六本木ヒルズ内の駐車場がご利用いただけます。		
35.6559812	139.742008	shopping/super/seijoishii	成城石井	東麻布店	東京都港区東麻布2-29-1 コンフォリア麻布EAST 1F	03-3585-1800	08:00 - 23:00		http://www.seijoishii.co.jp/shop/details/162			
35.6553513	139.735665	shopping/super/seijoishii	成城石井	麻布十番店	東京都港区麻布十番2-2-10麻布十番スクエア1F	03-5439-6401	24時間営業		http://www.seijoishii.co.jp/shop/details/68			
35.6694283	139.716616	shopping/super/seijoishii	成城石井	南青山店	東京都港区南青山2-27-25 ヒューリック南青山ビル1F	03-5786-2880	24時間営業		http://www.seijoishii.co.jp/shop/details/70			
35.6670861	139.740006	shopping/super/seijoishii	成城石井	赤坂アークヒルズ店	東京都港区赤坂1-12-32 アーク森ビル1F	03-5575-2010	24時間営業		http://www.seijoishii.co.jp/shop/details/46	アークヒルズ時間貸駐車場が3,000円以上のお買い上げで1時間無料		
35.6732242	139.736467	shopping/super/seijoishii	成城石井	赤坂Bizタワー店	東京都港区赤坂5-3-1 赤坂BizタワーB1F	03-6277-7771	平日：08:00 - 23:00 土日祝日：10:00 - 22:00		http://www.seijoishii.co.jp/shop/details/172	【駐車場】6：00～24：00 駐車台数 / 83台 駐車料金 / 300円（税込）30分 ■1店舗で3千円(税込・合算不可)以上のお買い上げで1時間サービス ■1店舗で5千円(税込・合算不可)以上のお買い上げで2時間サービス		
35.7122549	139.775867	shopping/super/seijoishii	成城石井	アトレ上野店	東京都台東区上野7-1-1アトレ上野1F	03-5806-1336	07:30 - 23:00		http://www.seijoishii.co.jp/shop/details/69			
35.7070765	139.752653	shopping/super/seijoishii	成城石井	東京ドームラクーア店	東京都文京区春日1-1-1東京ドームシティラクーア1F	03-5805-0032	10:00 - 23:00 （日曜のみ・09:00 OPEN）		http://www.seijoishii.co.jp/shop/details/20	●30分毎に400円		
35.7381872	139.760802	shopping/super/seijoishii	成城石井	アトレヴィ田端店	東京都北区東田端1-17-2アトレヴィ田端1F	03-5832-6619	平日：07:00 - 22:00 土日祝日：08:00 - 22:00		http://www.seijoishii.co.jp/shop/details/30			
35.7494934	139.804875	shopping/super/seijoishii	成城石井	SEIJO ISHII ルミネ北千住店	東京都足立区千住旭町42-2ルミネ北千住2F	03-5813-0055	10:00 - 23:00		http://www.seijoishii.co.jp/shop/details/21	●1,000円ごとに30分無料 最大4,000円で2時間無料 ●380台		
35.697109	139.814407	shopping/super/seijoishii	成城石井	錦糸町テルミナ2店	東京都墨田区錦糸1-2-47錦糸町テルミナ2 1F	03-5819-4701	07:30 - 23:00		http://www.seijoishii.co.jp/shop/details/52	●30分300円 テルミナご利用のお客様 1店舗2,000円以上お買い上げで1時間無料 1店舗4,000円以上お買い上げで2時間無料 以降30分250円 駐車券は最大3枚（3時間）までご利用になれます。		
35.6251697	139.775524	shopping/super/seijoishii	成城石井	ダイバーシティ東京 プラザ店	東京都江東区青海1-1-10ダイバーシティ東京 プラザ 2F	03-3527-6150	10:00 - 22:00		http://www.seijoishii.co.jp/shop/details/55	●駐車場料金500円／60分 以降250円／30分 ●お買い上げ金額合計3000円→1時間 お買い上げ金額合計5000円→2時間 無料サービス致します。		
35.6978592	139.826462	shopping/super/seijoishii	成城石井	SELECT アトレ亀戸店	東京都江東区亀戸5-1-1 アトレ亀戸1F	03-6802-9221	08:00 - 23:00		http://www.seijoishii.co.jp/shop/details/178	お買い上げ1ショップ1,000円(税込)につき、30分の駐車サービス券お渡し		
35.606172	139.734916	shopping/super/seijoishii	成城石井	アトレ大井町店	東京都品川区大井1-2-1アトレ大井町1F	03-3774-8855	10:00 - 22:30		http://www.seijoishii.co.jp/shop/details/17	●きゅりあん駐車場（169台） 1,000円～5,000円未満:1時間無料／5,000円以上:2時間無料		
35.633244	139.715894	shopping/super/seijoishii	成城石井	アトレ目黒2店	東京都品川区上大崎3-1-1アトレ目黒2 1F	03-5436-1780	08:00 - 23:00		http://www.seijoishii.co.jp/shop/details/38	●アトレ目黒2（JR東急目黒ビル）駐車場 営業時間：24時間 料金：最初の20分300円、以降10分ごとに100円		
35.626143	139.723416	shopping/super/seijoishii	成城石井	アトレヴィ五反田店	東京都品川区東五反田1-26-14アトレヴィ五反田1F	03-5759-6750	平日：07:00 - 23:00 土日祝日：09:00 - 22:00		http://www.seijoishii.co.jp/shop/details/27			
35.5886814	139.728673	shopping/super/seijoishii	成城石井	アトレ大森店	東京都大田区大森北1-6-16アトレ大森 1F	03-6423-1560	10:00 - 23:00		http://www.seijoishii.co.jp/shop/details/25	●お買い上げ3,000円以上で平日・土日祝日2時間30分／10分100円 ●アトレ1専用駐車場 160台収容		
35.56254	139.716553	shopping/super/seijoishii	成城石井	グランデュオ蒲田店	東京都大田区蒲田5-13-1 グランデュオ蒲田東館1F	03-6424-5537	07:00 - 23:00		http://www.seijoishii.co.jp/shop/details/175	大田区営アロマ駐車場 ・ グランデュオ蒲田東間立体駐車場 2,000円以上で1時間無料（サービス券1枚） 4,000円以上で2時間無料（サービス券2枚） 他店との合算可（当日レシートのみ）		
35.6466381	139.710272	shopping/super/seijoishii	成城石井	アトレ恵比寿店	東京都渋谷区恵比寿南1-5-5アトレ恵比寿3F	03-3448-1070	08:00 - 23:00		http://www.seijoishii.co.jp/shop/details/14	●1,000円お買い上げ：サービス券×1枚／3,000円お買い上げ：サービス券×2枚		
35.6678713	139.690795	shopping/super/seijoishii	成城石井	富ヶ谷店	東京都渋谷区富ヶ谷1-9-16代々木コーポ1F	03-5790-5651	24時間営業		http://www.seijoishii.co.jp/shop/details/44			
35.6465144	139.709639	shopping/super/seijoishii	成城石井	アトレ恵比寿西館店	東京都渋谷区恵比寿南1-6-1 アトレ恵比寿西館4F	03-5773-5681	08:00 - 23:00		http://www.seijoishii.co.jp/shop/details/169	1000円以上で1時間、3000円以上で2時間無料		
35.659075	139.701758	shopping/super/seijoishii	成城石井	東急東横店	東京都渋谷区渋谷2-24-1東急百貨店 東横店西館B1F フードショー	03-3463-5533	10:00 - 21:00		http://www.seijoishii.co.jp/shop/details/16	※東急東横店に駐車場はございませんが、提携駐車場5箇所がご利用いただけます。 ●2,000円で1時間サービス／5,000円で2時間サービス ・マークシティ：300台・日本オートパーキング：200台・東急本店：260台・東急第一パーキング：137台 ●2,000円で2時間サービス ・渋谷区役所前公共地下駐車場：700台		
35.6772235	139.675837	shopping/super/seijoishii	成城石井	幡ヶ谷店	東京都渋谷区幡ヶ谷2-16-1三和ビル1F	03-5308-5341	08:00 - 23:00		http://www.seijoishii.co.jp/shop/details/36			
35.6737258	139.668141	shopping/super/seijoishii	成城石井	フレンテ笹塚店	東京都渋谷区笹塚1-47-1 メルクマール京王笹塚1F	03-5738-7728	10：00 - 22：00		http://www.seijoishii.co.jp/shop/details/201	3,000円のお買い上げで1時間無料		
35.6515959	139.685819	shopping/super/seijoishii	成城石井	池尻大橋店	東京都目黒区大橋2-22-9 1F	03-6416-8478	09:00 - 23:00		http://www.seijoishii.co.jp/shop/details/186			
35.6861762	139.730221	shopping/super/seijoishii	成城石井	アトレ四谷店	東京都新宿区四谷1-5-25アトレ四谷1F	03-5362-0846	平日・土： 07:30 - 22:00 日・祝日： 08:00 - 21:00		http://www.seijoishii.co.jp/shop/details/43			
35.6897424	139.700924	shopping/super/seijoishii	成城石井	ルミネ新宿ルミネ2店	東京都新宿区新宿3-38-2ルミネ新宿店 ルミネ2 1F	03-3348-5133	07:00 - 23:00		http://www.seijoishii.co.jp/shop/details/18	※店舗は駅構内にございます。 ●当日のお買い上げレシート合計3,000円以上で2時間無料		
35.689207	139.6993	shopping/super/seijoishii	成城石井	ルミネ新宿ルミネ1店	東京都新宿区西新宿1-1-5ルミネ新宿店 ルミネ1 B2F	03-5324-0408	08:00 - 22:00		http://www.seijoishii.co.jp/shop/details/35	●当日のお買い上げレシート合計3,000円以上で2時間無料		
35.682943	139.686878	shopping/super/seijoishii	成城石井	オペラシティ店	東京都新宿区西新宿3-20-2東京オペラシティタワー B1F	03-5308-5961	平日： 08:00 - 22:45 土日祝日： 10:00 - 21:00		http://www.seijoishii.co.jp/shop/details/37	●東京オペラシティビル駐車場をご利用下さい。 ●1店舗で￥3000以上のお買い上げに付き1時間駐車割引券をお渡し。他店舗との合算は不可。		
